Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday
Electronic City Phase 1,2023-01-13,Friday,10:00:00,West,665,1.06,75,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,11:00:00,North,772,6.5,101,Clear,No
Electronic City Phase 1,2023-01-13,Friday,11:00:00,South,187,9.25,70,Clear,No
Electronic City Phase 1,2023-01-13,Friday,11:00:00,East,623,1.53,99,Clear,No
Electronic City Phase 1,2023-01-13,Friday,11:00:00,West,393,7.36,74,Clear,No
Electronic City Phase 1,2023-01-13,Friday,12:00:00,North,339,3.21,81,Clear,No
Electronic City Phase 1,2023-01-13,Friday,12:00:00,South,397,8.7,82,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,12:00:00,East,153,8.17,90,Clear,No
Electronic City Phase 1,2023-01-13,Friday,12:00:00,West,830,1.15,94,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,13:00:00,North,145,3.97,119,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,13:00:00,South,930,5.34,67,Clear,No
Electronic City Phase 1,2023-01-13,Friday,13:00:00,East,437,1.25,66,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,13:00:00,West,760,1.92,84,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,14:00:00,North,372,6.42,114,Clear,No
Electronic City Phase 1,2023-01-13,Friday,14:00:00,South,604,3.01,67,Clear,No
Electronic City Phase 1,2023-01-13,Friday,14:00:00,East,326,4.22,110,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,14:00:00,West,264,9.2,106,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,15:00:00,North,890,3.02,120,Clear,No
Electronic City Phase 1,2023-01-13,Friday,15:00:00,South,414,9.27,72,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,15:00:00,East,172,5.56,110,Clear,No
Electronic City Phase 1,2023-01-13,Friday,15:00:00,West,320,6.43,100,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,16:00:00,North,699,1.37,74,Clear,No
Electronic City Phase 1,2023-01-13,Friday,16:00:00,South,396,9.86,74,Clear,No
Electronic City Phase 1,2023-01-13,Friday,16:00:00,East,727,2.24,106,Clear,No
Electronic City Phase 1,2023-01-13,Friday,16:00:00,West,351,1.72,120,Clear,No
Electronic City Phase 1,2023-01-13,Friday,17:00:00,North,197,4.23,85,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,17:00:00,South,810,2.3,113,Clear,No
Electronic City Phase 1,2023-01-13,Friday,17:00:00,East,386,2.97,107,Clear,No
Electronic City Phase 1,2023-01-13,Friday,17:00:00,West,343,1.28,97,Clear,No
Electronic City Phase 1,2023-01-13,Friday,18:00:00,North,728,9.67,73,Clear,No
Electronic City Phase 1,2023-01-13,Friday,18:00:00,South,534,9.7,110,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,18:00:00,East,886,6.72,87,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,18:00:00,West,448,4.6,115,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,19:00:00,North,917,1.87,87,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,19:00:00,South,236,5.25,104,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,19:00:00,East,492,1.53,99,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,19:00:00,West,109,7.55,104,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,20:00:00,North,918,6.84,71,Clear,No
Electronic City Phase 1,2023-01-13,Friday,20:00:00,South,140,6.58,91,Clear,No
Electronic City Phase 1,2023-01-13,Friday,20:00:00,East,949,1.15,118,Clear,No
Electronic City Phase 1,2023-01-13,Friday,20:00:00,West,205,1.64,62,Clear,No
Electronic City Phase 1,2023-01-13,Friday,21:00:00,North,100,9.89,116,Clear,No
Electronic City Phase 1,2023-01-13,Friday,21:00:00,South,852,9.13,66,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,21:00:00,East,891,4.88,92,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,21:00:00,West,743,5.62,62,Clear,No
Electronic City Phase 1,2023-01-13,Friday,22:00:00,North,573,3.32,90,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,22:00:00,South,432,9.2,116,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,22:00:00,East,454,3.27,120,Clear,No
Electronic City Phase 1,2023-01-13,Friday,22:00:00,West,826,2.21,100,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,23:00:00,North,869,4.14,91,Rainy,No
Electronic City Phase 1,2023-01-13,Friday,23:00:00,South,126,7.7,73,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,23:00:00,East,585,1.11,94,Cloudy,No
Electronic City Phase 1,2023-01-13,Friday,23:00:00,West,125,8.83,94,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,00:00:00,North,219,2.39,58,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,00:00:00,South,251,4.23,32,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,00:00:00,East,51,1.89,40,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,00:00:00,West,237,2.67,33,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,01:00:00,North,187,3.43,45,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,01:00:00,South,58,2.66,56,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,01:00:00,East,266,2.85,42,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,01:00:00,West,100,3.14,51,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,02:00:00,North,138,3.53,44,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,02:00:00,South,263,1.77,52,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,02:00:00,East,165,3.7,48,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,02:00:00,West,190,1.12,43,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,03:00:00,North,192,4.19,32,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,03:00:00,South,112,1.57,34,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,03:00:00,East,93,2.6,51,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,03:00:00,West,64,4.22,37,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,04:00:00,North,167,4.12,53,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,04:00:00,South,165,4.04,47,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,04:00:00,East,270,2.9,56,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,04:00:00,West,122,3.1,32,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,05:00:00,North,156,3.62,31,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,05:00:00,South,186,1.95,31,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,05:00:00,East,214,2.94,40,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,05:00:00,West,264,1.17,41,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,06:00:00,North,167,1.73,72,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,06:00:00,South,616,9.88,110,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,06:00:00,East,640,8.0,68,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,06:00:00,West,287,7.67,65,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,07:00:00,North,541,1.08,66,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,07:00:00,South,269,7.76,71,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,07:00:00,East,764,2.6,63,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,07:00:00,West,682,4.62,104,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,08:00:00,North,865,9.22,120,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,08:00:00,South,387,3.13,118,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,08:00:00,East,326,5.75,73,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,08:00:00,West,846,4.17,100,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,09:00:00,North,771,6.77,75,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,09:00:00,South,190,5.12,114,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,09:00:00,East,689,2.79,112,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,09:00:00,West,286,8.04,116,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,10:00:00,North,292,4.64,92,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,10:00:00,South,828,3.8,61,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,10:00:00,East,653,9.91,77,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,10:00:00,West,714,9.96,76,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,11:00:00,North,806,5.82,104,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,11:00:00,South,649,4.11,70,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,11:00:00,East,298,4.12,86,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,11:00:00,West,949,7.9,102,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,12:00:00,North,883,5.08,118,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,12:00:00,South,435,8.2,82,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,12:00:00,East,669,9.34,66,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,12:00:00,West,646,4.94,88,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,13:00:00,North,891,6.21,61,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,13:00:00,South,733,1.86,119,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,13:00:00,East,894,5.0,108,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,13:00:00,West,766,5.97,67,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,14:00:00,North,952,3.4,98,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,14:00:00,South,350,1.23,100,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,14:00:00,East,130,7.12,108,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,14:00:00,West,245,3.29,70,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,15:00:00,North,662,9.72,83,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,15:00:00,South,604,1.95,116,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,15:00:00,East,434,4.83,66,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,15:00:00,West,481,6.13,87,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,16:00:00,North,710,2.18,83,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,16:00:00,South,839,3.07,85,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,16:00:00,East,272,8.9,100,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,16:00:00,West,483,8.38,107,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,17:00:00,North,321,7.69,93,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,17:00:00,South,391,7.81,61,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,17:00:00,East,872,5.33,119,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,17:00:00,West,589,1.39,83,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,18:00:00,North,681,10.0,94,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,18:00:00,South,543,3.42,120,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,18:00:00,East,631,4.76,116,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,18:00:00,West,393,1.79,91,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,19:00:00,North,524,3.17,69,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,19:00:00,South,230,7.25,108,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,19:00:00,East,123,1.28,60,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,19:00:00,West,422,3.88,99,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,20:00:00,North,287,7.27,101,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,20:00:00,South,702,7.91,89,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,20:00:00,East,551,5.55,65,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,20:00:00,West,812,5.5,104,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,21:00:00,North,713,2.48,78,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,21:00:00,South,793,8.42,63,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,21:00:00,East,536,2.92,77,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,21:00:00,West,123,6.37,97,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,22:00:00,North,673,9.13,92,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,22:00:00,South,418,4.09,83,Rainy,No
Electronic City Phase 1,2023-01-14,Saturday,22:00:00,East,238,6.33,115,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,22:00:00,West,763,6.69,92,Cloudy,No
Electronic City Phase 1,2023-01-14,Saturday,23:00:00,North,548,7.55,105,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,23:00:00,South,594,2.8,67,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,23:00:00,East,709,6.03,111,Clear,No
Electronic City Phase 1,2023-01-14,Saturday,23:00:00,West,790,6.12,68,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,00:00:00,North,91,4.34,34,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,00:00:00,South,203,4.72,51,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,00:00:00,East,93,1.3,41,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,00:00:00,West,165,3.85,54,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,01:00:00,North,170,3.21,43,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,01:00:00,South,107,3.05,54,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,01:00:00,East,275,1.04,42,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,01:00:00,West,229,4.44,35,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,02:00:00,North,56,3.97,36,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,02:00:00,South,273,1.87,39,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,02:00:00,East,300,4.82,50,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,02:00:00,West,116,3.84,58,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,03:00:00,North,69,2.69,47,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,03:00:00,South,220,2.04,56,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,03:00:00,East,113,2.21,50,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,03:00:00,West,125,3.45,41,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,04:00:00,North,261,2.07,58,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,04:00:00,South,251,3.24,54,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,04:00:00,East,262,3.99,52,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,04:00:00,West,202,1.51,38,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,05:00:00,North,236,3.51,42,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,05:00:00,South,279,3.49,55,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,05:00:00,East,206,2.45,43,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,05:00:00,West,194,4.95,44,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,06:00:00,North,847,6.53,85,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,06:00:00,South,370,3.49,90,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,06:00:00,East,799,7.07,104,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,06:00:00,West,832,2.4,96,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,07:00:00,North,537,1.14,61,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,07:00:00,South,119,4.09,81,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,07:00:00,East,189,5.48,117,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,07:00:00,West,222,9.05,72,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,08:00:00,North,174,5.25,116,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,08:00:00,South,645,4.86,75,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,08:00:00,East,461,2.61,110,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,08:00:00,West,557,8.06,117,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,09:00:00,North,620,2.41,81,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,09:00:00,South,174,4.15,107,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,09:00:00,East,241,1.72,84,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,09:00:00,West,374,5.3,61,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,10:00:00,North,669,5.81,68,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,10:00:00,South,649,2.73,111,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,10:00:00,East,918,2.91,106,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,10:00:00,West,417,9.24,85,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,11:00:00,North,948,1.69,80,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,11:00:00,South,482,7.75,79,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,11:00:00,East,307,6.07,102,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,11:00:00,West,450,2.98,114,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,12:00:00,North,133,3.09,93,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,12:00:00,South,200,1.68,62,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,12:00:00,East,972,2.94,71,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,12:00:00,West,710,6.47,69,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,13:00:00,North,618,2.62,83,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,13:00:00,South,549,3.17,118,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,13:00:00,East,129,3.75,118,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,13:00:00,West,609,6.06,78,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,14:00:00,North,531,6.65,86,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,14:00:00,South,720,4.89,107,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,14:00:00,East,290,8.09,72,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,14:00:00,West,112,9.79,64,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,15:00:00,North,653,2.51,107,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,15:00:00,South,779,1.55,89,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,15:00:00,East,133,2.4,63,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,15:00:00,West,470,8.86,115,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,16:00:00,North,792,7.77,81,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,16:00:00,South,314,3.1,68,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,16:00:00,East,589,6.33,66,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,16:00:00,West,136,3.5,97,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,17:00:00,North,106,1.86,83,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,17:00:00,South,909,2.07,100,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,17:00:00,East,770,4.38,104,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,17:00:00,West,985,9.8,109,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,18:00:00,North,451,8.55,102,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,18:00:00,South,465,4.45,97,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,18:00:00,East,646,1.74,97,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,18:00:00,West,428,5.47,92,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,19:00:00,North,409,8.08,115,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,19:00:00,South,360,3.78,79,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,19:00:00,East,594,5.16,116,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,19:00:00,West,761,3.83,107,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,20:00:00,North,166,8.45,70,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,20:00:00,South,374,5.18,64,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,20:00:00,East,607,8.0,85,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,20:00:00,West,138,1.58,113,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,21:00:00,North,470,6.32,66,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,21:00:00,South,268,2.76,116,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,21:00:00,East,677,3.34,112,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,21:00:00,West,658,3.83,113,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,22:00:00,North,705,8.66,95,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,22:00:00,South,493,5.01,84,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,22:00:00,East,952,2.88,76,Cloudy,No
Electronic City Phase 1,2023-01-15,Sunday,22:00:00,West,137,7.78,107,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,23:00:00,North,539,1.03,108,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,23:00:00,South,680,4.83,84,Clear,No
Electronic City Phase 1,2023-01-15,Sunday,23:00:00,East,397,3.13,82,Rainy,No
Electronic City Phase 1,2023-01-15,Sunday,23:00:00,West,225,2.81,61,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,00:00:00,North,150,1.28,57,Clear,No
Electronic City Phase 1,2023-01-16,Monday,00:00:00,South,165,2.82,44,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,00:00:00,East,221,4.76,40,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,00:00:00,West,253,2.4,54,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,01:00:00,North,183,3.87,40,Clear,No
Electronic City Phase 1,2023-01-16,Monday,01:00:00,South,157,3.9,31,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,01:00:00,East,218,3.33,57,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,01:00:00,West,116,1.53,39,Clear,No
Electronic City Phase 1,2023-01-16,Monday,02:00:00,North,171,3.72,44,Clear,No
Electronic City Phase 1,2023-01-16,Monday,02:00:00,South,158,3.25,56,Clear,No
Electronic City Phase 1,2023-01-16,Monday,02:00:00,East,136,4.81,52,Clear,No
Electronic City Phase 1,2023-01-16,Monday,02:00:00,West,149,2.97,38,Clear,No
Electronic City Phase 1,2023-01-16,Monday,03:00:00,North,186,2.1,47,Clear,No
Electronic City Phase 1,2023-01-16,Monday,03:00:00,South,178,4.4,46,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,03:00:00,East,185,3.61,60,Clear,No
Electronic City Phase 1,2023-01-16,Monday,03:00:00,West,134,4.51,43,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,04:00:00,North,197,3.0,51,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,04:00:00,South,271,1.06,48,Clear,No
Electronic City Phase 1,2023-01-16,Monday,04:00:00,East,273,4.57,32,Clear,No
Electronic City Phase 1,2023-01-16,Monday,04:00:00,West,224,1.63,35,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,05:00:00,North,290,1.73,31,Clear,No
Electronic City Phase 1,2023-01-16,Monday,05:00:00,South,90,4.33,53,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,05:00:00,East,89,3.35,48,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,05:00:00,West,130,4.86,36,Clear,No
Electronic City Phase 1,2023-01-16,Monday,06:00:00,North,522,7.94,70,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,06:00:00,South,582,5.94,104,Clear,No
Electronic City Phase 1,2023-01-16,Monday,06:00:00,East,315,5.85,107,Clear,No
Electronic City Phase 1,2023-01-16,Monday,06:00:00,West,776,7.65,114,Clear,No
Electronic City Phase 1,2023-01-16,Monday,07:00:00,North,811,8.32,67,Clear,No
Electronic City Phase 1,2023-01-16,Monday,07:00:00,South,639,9.88,105,Clear,No
Electronic City Phase 1,2023-01-16,Monday,07:00:00,East,722,6.27,97,Clear,No
Electronic City Phase 1,2023-01-16,Monday,07:00:00,West,489,3.15,67,Clear,No
Electronic City Phase 1,2023-01-16,Monday,08:00:00,North,421,1.43,116,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,08:00:00,South,472,1.0,106,Clear,No
Electronic City Phase 1,2023-01-16,Monday,08:00:00,East,929,1.77,119,Clear,No
Electronic City Phase 1,2023-01-16,Monday,08:00:00,West,539,4.67,102,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,09:00:00,North,831,2.61,119,Clear,No
Electronic City Phase 1,2023-01-16,Monday,09:00:00,South,948,6.4,69,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,09:00:00,East,288,4.49,119,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,09:00:00,West,756,5.53,119,Clear,No
Electronic City Phase 1,2023-01-16,Monday,10:00:00,North,721,5.09,112,Clear,No
Electronic City Phase 1,2023-01-16,Monday,10:00:00,South,468,9.0,109,Clear,No
Electronic City Phase 1,2023-01-16,Monday,10:00:00,East,726,2.26,92,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,10:00:00,West,579,6.57,80,Clear,No
Electronic City Phase 1,2023-01-16,Monday,11:00:00,North,115,7.46,80,Clear,No
Electronic City Phase 1,2023-01-16,Monday,11:00:00,South,497,7.47,68,Clear,No
Electronic City Phase 1,2023-01-16,Monday,11:00:00,East,783,4.04,111,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,11:00:00,West,601,1.58,80,Clear,No
Electronic City Phase 1,2023-01-16,Monday,12:00:00,North,598,7.92,116,Clear,No
Electronic City Phase 1,2023-01-16,Monday,12:00:00,South,559,6.0,104,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,12:00:00,East,376,2.17,70,Clear,No
Electronic City Phase 1,2023-01-16,Monday,12:00:00,West,675,2.08,108,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,13:00:00,North,872,4.17,64,Clear,No
Electronic City Phase 1,2023-01-16,Monday,13:00:00,South,366,8.95,81,Clear,No
Electronic City Phase 1,2023-01-16,Monday,13:00:00,East,445,9.96,65,Clear,No
Electronic City Phase 1,2023-01-16,Monday,13:00:00,West,392,1.6,76,Clear,No
Electronic City Phase 1,2023-01-16,Monday,14:00:00,North,936,3.08,92,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,14:00:00,South,255,1.54,110,Clear,No
Electronic City Phase 1,2023-01-16,Monday,14:00:00,East,496,5.38,95,Clear,No
Electronic City Phase 1,2023-01-16,Monday,14:00:00,West,964,6.71,77,Clear,No
Electronic City Phase 1,2023-01-16,Monday,15:00:00,North,256,4.75,111,Clear,No
Electronic City Phase 1,2023-01-16,Monday,15:00:00,South,589,5.33,107,Rainy,No
